scorer,,,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia,Xiaojia
labeled-data,orange01-train-2022-05-10-18.15.05,img4230.png,181.305454,51.780913999999996,181.305454,65.0283,183.35318228060555,77.22884731492809,183.0663792138809,92.68911034795096,179.02391083770146,109.43258998611819,170.3653679518933,126.0425514964,154.86059887624185,141.50281452942284,139.6203798460009,151.11077870066174,124.04885170640682,154.4238697941924,110.46517822293112,154.4238697941924,86.94223145886343,151.4420878100147,78.65950372503681,149.78554226324945
labeled-data,orange01-train-2022-05-10-18.15.05,img4240.png,181.305454,51.780913999999996,181.305454,65.0283,182.69599861225316,78.37241911194818,181.69719665119538,93.85384950834413,176.28774028429478,109.9584497471572,167.21456821585718,124.31730932060708,151.73313781946138,138.30053677541628,134.75350448147867,145.79155148334985,114.27806427979374,146.29095246387874,102.79184172762902,143.2945465807053,82.31640152594406,136.30293285330072,74.82538681801054,133.80592795065616
labeled-data,orange01-train-2022-05-10-18.15.05,img4250.png,181.305454,51.780913999999996,181.305454,65.0283,182.78268248624613,79.48501530665766,181.60271866449307,93.6445811676943,177.09613307533215,109.4834049498898,166.26318898170342,124.3236405332737,150.49711990321111,137.1398000573833,133.89590514108136,143.1622010525291,116.40971751263686,143.49805263676086,101.95516069616195,138.4832063943104,83.37073050355133,129.6334777311625,75.11098375127995,124.61863148871197
labeled-data,orange01-train-2022-05-10-18.15.05,img4270.png,181.305454,51.780913999999996,181.305454,65.0283,183.4268127488093,77.6905688066945,181.3026637354946,93.97571124210737,175.63826636665533,109.19877917086296,163.95544679342436,123.00574775740859,146.60822985135417,134.33454249508713,127.49088873152152,138.22881568616407,111.20574629610871,134.33454249508708,97.75280254511549,126.90002094848558,82.8837594519124,115.57122621080703,74.74118823420599,109.19877917086288
labeled-data,orange01-train-2022-05-10-18.15.05,img4290.png,181.305454,51.780913999999996,181.305454,65.0283,182.78892595061728,77.76858562151861,180.48593142150554,93.99886338510424,173.9386292663741,109.72981560462927,161.83004957530795,122.07131994610177,145.20461413627055,131.61050421440189,125.03605311186453,134.6085335558676,107.32042518502143,129.15757111683905,96.14595218501273,120.7085793363446,83.8812866971983,108.98901009243306,75.97739116060677,100.2674701899872
labeled-data,orange01-train-2022-05-10-18.15.05,img4300.png,181.305454,51.780913999999996,181.305454,65.0283,182.39868386472187,78.35162289368373,180.21510217839028,93.9235225662807,173.5516877110544,109.52127783910856,160.57785388599206,122.34933825040622,143.71959180018803,130.96425819317682,123.84295361727601,133.71966452405644,106.49591737927119,126.72254066334864,95.5629113469152,117.39304218240486,84.4841319007945,105.5853956674604,76.90391438502766,97.27631108286985
labeled-data,orange01-train-2022-05-10-18.15.05,img4310.png,181.305454,51.780913999999996,181.305454,65.0283,183.03090884943077,78.38410345035368,180.64220757732346,93.26976231719033,173.31745298899443,108.57141235319747,159.90224369203372,122.22277134033669,141.97592130037378,130.65113267465313,123.47313205976258,132.70699814583213,107.26797575127463,126.42747902496416,96.37797504320707,116.1965051612579,83.12677218787431,101.35504971035203,76.70219259043986,94.15952056122546
labeled-data,orange01-train-2022-05-10-18.15.05,img4311.png,181.305454,51.780913999999996,181.305454,65.0283,183.03090884943077,78.38410345035368,180.64220757732346,93.26976231719033,173.31745298899443,108.57141235319747,159.90224369203372,122.22277134033669,141.97592130037378,130.65113267465313,123.47313205976258,132.70699814583213,107.26797575127463,126.42747902496416,96.37797504320707,116.1965051612579,83.12677218787431,101.35504971035203,76.70219259043986,94.15952056122546
labeled-data,orange01-train-2022-05-10-18.15.05,img4330.png,181.305454,51.780913999999996,181.305454,65.0283,182.74656010972546,78.51400520507329,180.76450268964595,93.28886155690208,173.87449780714604,108.60790647892426,159.86274143549025,122.19776518205248,142.51442815005822,130.3564341804764,122.89024434285182,131.3547272553016,106.2015175532865,125.15699108242774,95.16087152337286,114.57983826582583,82.67032364668913,99.0112200750973,78.44243363039016,90.9208866145336
labeled-data,orange01-train-2022-05-10-18.15.05,img4331.png,181.305454,51.780913999999996,181.305454,65.0283,182.74656010972546,78.51400520507329,180.76450268964595,93.28886155690208,173.87449780714604,108.60790647892426,159.86274143549025,122.19776518205248,142.51442815005822,130.3564341804764,122.89024434285182,131.3547272553016,106.2015175532865,125.15699108242774,95.16087152337286,114.57983826582583,82.67032364668913,99.0112200750973,78.44243363039016,90.9208866145336
labeled-data,orange01-train-2022-05-10-18.15.05,img4350.png,181.305454,51.780913999999996,181.305454,65.0283,182.50222887519897,78.83317246877658,180.85608358029697,92.04671199608154,173.43733546121575,107.56966949105325,158.97724531924302,121.27494744064666,142.11315149685868,128.99870452721728,123.36725434765316,130.01200331932813,106.03270969356353,122.19520149724195,94.79860539895483,110.96109720263325,83.63189632728458,96.48013420547986,78.68932376894989,88.06896014946832
labeled-data,orange01-train-2022-05-10-18.15.05,img4351.png,181.305454,51.780913999999996,181.305454,65.0283,182.12786897213948,78.45881256571712,180.48172367723748,92.04671199608154,173.43733546121575,107.56966949105325,158.97724531924302,121.27494744064666,142.11315149685868,128.99870452721728,123.36725434765316,130.01200331932813,106.03270969356353,122.19520149724195,94.79860539895483,110.96109720263325,83.98842956829361,96.1236009644708,78.68932376894989,88.06896014946832
labeled-data,orange01-train-2022-05-10-18.15.05,img4370.png,181.305454,51.780913999999996,181.305454,65.0283,182.6564805008294,79.25363341354668,180.1518344827408,93.01581651649605,173.32554298274061,108.00836931725738,159.0985466011564,120.4956160672686,140.88266909593568,128.51464287963051,123.33793251161791,128.8299105921859,106.9733867656332,122.01088234155708,96.21730633250053,110.49452864063394,84.53919260780023,94.89553931382642,79.40973127580662,85.20773275820943
labeled-data,orange01-train-2022-05-10-18.15.05,img4371.png,181.305454,51.780913999999996,181.305454,65.0283,182.6564805008294,79.25363341354668,180.1518344827408,93.01581651649605,173.32554298274061,108.00836931725738,159.0985466011564,120.4956160672686,140.88266909593568,128.51464287963051,123.33793251161791,128.8299105921859,106.9733867656332,122.01088234155708,96.21730633250053,110.49452864063394,84.5391926078002,94.89553931382639,79.40973127580662,85.20773275820943
labeled-data,orange01-train-2022-05-10-18.15.05,img4420.png,181.305454,51.780913999999996,181.305454,65.0283,182.59515232671032,78.9787462847286,180.15289962579834,93.38268922149427,172.73700821281005,107.9648987787644,158.68959851705347,120.21181560742528,141.54034962451823,126.93246720044584,122.60843452693751,126.93246720044584,106.46342092991102,119.80477349060658,95.65452150665331,108.16099206131935,85.52303524131278,91.83771184378827,80.19286328822747,82.65103866712172
labeled-data,orange01-train-2022-05-10-18.15.05,img4421.png,181.305454,51.780913999999996,181.305454,65.0283,182.59515232671032,78.9787462847286,180.15289962579834,93.38268922149427,172.73700821281005,107.9648987787644,158.68959851705347,120.21181560742528,141.54034962451823,126.93246720044584,122.60843452693751,127.28602933111313,106.46342092991102,119.80477349060658,95.65452150665331,108.16099206131935,85.87659737198013,92.5448361051229,80.54642541889478,83.35816292845632
labeled-data,orange01-train-2022-05-10-18.15.05,img4510.png,181.305454,51.780913999999996,181.305454,65.0283,182.90245426935672,77.96423094743739,180.1214949894861,93.1376914627142,172.35204144583054,108.30520975730752,158.11448068820255,120.45705105503274,141.25640060915777,127.31437372377343,119.73664840391984,126.82209797126234,104.07295468225556,118.51394489153336,94.02168839614205,103.43853101753396,87.06929019646557,89.99722783149275,81.97086485003615,80.49561695860154
labeled-data,orange01-train-2022-05-10-18.15.05,img4511.png,181.305454,51.780913999999996,181.305454,65.0283,182.90245426935672,77.96423094743739,180.1214949894861,93.1376914627142,172.35204144583054,108.30520975730752,158.11448068820255,120.45705105503274,141.25640060915777,127.31437372377343,119.73664840391984,126.82209797126234,104.07295468225556,118.51394489153336,94.02168839614205,103.43853101753396,87.06929019646557,89.99722783149275,81.97086485003615,80.49561695860154
labeled-data,orange01-train-2022-05-10-18.15.05,img4550.png,181.305454,51.780913999999996,181.305454,65.0283,183.32621036740272,77.21776918517804,180.0906712052457,92.68834073462915,171.56061341410418,108.27775669774991,157.9737258213175,120.33749357488111,140.33424372239472,126.91850298183977,119.86517979335594,126.44495617818234,104.14611975997619,117.47928542612519,93.30156701261754,102.6534448208321,86.55417542652125,89.45280157247205,82.14207656903423,79.74618408600065
labeled-data,orange01-train-2022-05-10-18.15.05,img4551.png,181.305454,51.780913999999996,181.305454,65.0283,183.32621036740272,77.21776918517804,180.0906712052457,92.68834073462915,171.56061341410418,108.27775669774991,157.9737258213175,120.33749357488111,140.33424372239472,126.91850298183977,119.86517979335594,126.44495617818234,104.14611975997619,117.47928542612519,93.30156701261754,102.6534448208321,86.55417542652125,89.45280157247205,82.14207656903423,79.74618408600065
labeled-data,orange01-train-2022-05-10-18.15.05,img4710.png,181.305454,51.780913999999996,181.305454,65.0283,182.14012771001194,77.16770827888291,179.58711318854114,91.58063458792913,170.08071498470218,106.60687691012618,154.44115664935413,117.95322315341787,135.73501824825172,122.55309325204962,115.80224782084741,119.4865131862951,100.7760054986503,106.6068769101262,94.33618736056587,93.33668562558293,89.12300124878323,75.94107625258118,87.589711215906,67.04799406189315
labeled-data,orange01-train-2022-05-10-18.15.05,img4711.png,181.305454,51.780913999999996,181.305454,65.0283,182.14012771001194,77.16770827888291,179.58711318854114,91.58063458792913,170.08071498470218,106.60687691012618,154.44115664935413,117.95322315341787,135.73501824825172,122.55309325204962,115.80224782084741,119.4865131862951,100.7760054986503,106.6068769101262,94.33618736056587,93.33668562558293,89.12300124878323,75.94107625258118,87.589711215906,67.04799406189315
labeled-data,orange01-train-2022-05-10-18.15.05,img4750.png,181.305454,51.780913999999996,181.305454,65.0283,181.88055923871804,78.36925799464694,178.16594715906825,93.01941030877978,169.6261774571874,106.52430107958705,153.48360359228508,116.07303369049092,133.52153668302117,119.19417542633244,115.01790828626088,114.4388162868295,100.68056646006687,100.89957599651717,95.43793083393763,83.40585293636397,93.96369135592974,68.38568696728788,93.89740910598528,58.73920794299207
labeled-data,orange01-train-2022-05-10-18.15.05,img4751.png,181.305454,51.780913999999996,181.305454,65.0283,181.88055923871804,78.36925799464694,178.16594715906825,93.01941030877978,169.6261774571874,106.52430107958705,153.48360359228508,116.07303369049092,133.52153668302117,119.19417542633244,115.01790828626088,114.4388162868295,100.68056646006687,100.89957599651717,95.43793083393763,83.40585293636397,93.96369135592974,68.38568696728788,93.89740910598528,58.73920794299207
labeled-data,orange01-train-2022-05-10-18.15.05,img4800.png,181.305454,51.780913999999996,181.305454,65.0283,181.46481022196087,77.98676533648478,177.90680378551156,91.6946187903732,166.50756438112506,107.6188939316294,151.8982977077115,115.58544882276544,133.4959761933991,118.22714151925197,111.87803800659435,112.40998191365287,101.33934665892832,99.1753462677467,96.43762975303716,81.52916540653848,94.9671146812698,64.3731562359194,95.70237221715348,55.059894114726205
labeled-data,orange01-train-2022-05-10-18.15.05,img4801.png,181.305454,51.780913999999996,181.305454,65.0283,181.46481022196087,77.98676533648478,177.90680378551156,91.6946187903732,166.50756438112506,107.6188939316294,151.8982977077115,115.58544882276544,133.4959761933991,118.22714151925197,111.87803800659435,112.40998191365287,101.33934665892832,99.1753462677467,96.43762975303716,81.52916540653848,94.9671146812698,64.3731562359194,95.70237221715348,55.059894114726205
labeled-data,orange01-train-2022-05-10-18.15.05,img5150.png,181.305454,51.780913999999996,181.305454,65.0283,181.32584276653893,76.78419510454998,176.56976493377732,93.2475414487248,167.05760926825428,105.68651424210128,152.05767148800606,114.46696562566112,131.56995159303295,116.66207847155107,112.17978812100486,110.44259207486274,100.47251960959167,96.54021071755969,96.08229391781174,78.61345580945826,96.81399819977506,61.784257324301876,97.91155462272008,52.27210165877864
labeled-data,orange01-train-2022-05-10-18.15.05,img5151.png,181.305454,51.780913999999996,181.305454,65.0283,181.32584276653893,76.78419510454992,176.56976493377738,93.2475414487248,167.0576092682541,105.68651424210125,152.05767148800612,114.46696562566112,131.56995159303295,116.66207847155107,112.15476933187392,110.41757328573189,100.4475008204607,96.46515435016664,96.47316484792444,78.22258487934556,97.17985034075673,61.46844276158217,98.64325890468339,51.906249517796965
labeled-data,orange01-train-2022-05-10-18.15.05,img5180.png,181.305454,51.780913999999996,181.305454,65.0283,182.94976920154886,77.31248818287281,180.0975032734765,90.50421810020771,172.61030521228645,105.4786142225878,156.92284260788819,117.2442111758865,135.88738138835424,122.59220979102224,113.78232044579309,119.38341062194081,100.59059052845822,107.26128042763307,94.1729921902953,91.57381782323483,90.25112653919575,76.59942170085472,88.82499357515954,66.97302419361034
labeled-data,orange01-train-2022-05-10-18.15.05,img5181.png,181.305454,51.780913999999996,181.305454,65.0283,182.94976920154886,77.31248818287281,180.0975032734765,90.50421810020771,172.61030521228645,105.4786142225878,157.27640473855553,117.59777330655379,135.88738138835424,123.29933405235687,113.78232044579309,119.7369727526081,100.59059052845822,107.26128042763307,94.1729921902953,91.57381782323483,90.25112653919575,78.72079448485857,88.11786931382491,68.74083484694685
labeled-data,orange01-train-2022-05-10-18.15.05,img5190.png,181.305454,51.780913999999996,181.305454,65.0283,182.5932359605398,78.02555466489093,180.45403651448555,92.28688430525295,174.03643817632263,106.19168070460591,160.48817501797873,119.02687738093175,139.8092470394538,126.5140754421218,116.27805313285648,124.73140923707655,102.7297899745125,114.39194524781408,93.81645894928624,101.20021533047921,86.68579412910526,85.86928596709004,83.47699496002377,76.95595494186375
labeled-data,orange01-train-2022-05-10-18.15.05,img5191.png,181.305454,51.780913999999996,181.305454,65.0283,182.5932359605398,78.02555466489093,180.45403651448555,92.28688430525295,174.03643817632263,106.19168070460591,160.48817501797873,119.02687738093175,139.8092470394538,126.5140754421218,116.27805313285648,124.73140923707655,102.7297899745125,114.39194524781408,93.81645894928624,101.20021533047921,86.68579412910526,85.86928596709004,83.47699496002377,76.95595494186375
labeled-data,orange01-train-2022-05-10-18.15.05,img5200.png,181.305454,51.780913999999996,181.305454,65.0283,183.53414055355944,77.75405460186246,181.79604100364025,92.35409082118309,174.84364280396375,107.64936686047136,162.32932604454606,121.55416325982435,144.600710635371,129.89704109943614,124.09113594632538,131.9827605593391,106.36252053715032,125.3779822696464,94.89106350768412,113.21128542021256,84.81008611815321,99.65410893084345,79.24816755841204,91.65885100121545
labeled-data,orange01-train-2022-05-10-18.15.05,img5201.png,181.305454,51.780913999999996,181.305454,65.0283,183.53414055355944,77.75405460186246,181.79604100364025,92.35409082118309,174.84364280396375,107.64936686047136,162.32932604454606,121.55416325982435,144.600710635371,129.89704109943614,124.09113594632538,131.9827605593391,106.36252053715032,125.3779822696464,94.89106350768412,113.21128542021256,84.45652398748587,100.36123319217808,79.24816755841204,91.65885100121545
labeled-data,orange01-train-2022-05-10-18.15.05,img5211.png,181.305454,51.780913999999996,181.305454,65.0283,183.4545058830696,78.42736762750812,182.4235305944851,92.35890401993674,177.0042253311475,107.55613341794754,164.48693746138798,123.81404920796024,147.56646406516694,133.99010212842688,127.55306480319223,138.71713868213862,108.92420296046927,134.6526597346354,96.05335296004256,125.50758210275325,83.5212095385744,115.34638473399531,76.06966480148526,108.57225315482333
